character,scene,dialogue
SeedShop,16/f Pierre 1500/p Pierre," Found Pierre's 'secret stash'. Pierre ""Hey! Who's in the bedroom? Pierre ""Wha...? How did you find that?! Pierre ""Quick, give it to me! Pierre "" 50 null#Promise me you won't tell anyone about this.# 50 70 Event_naga1#Your secret is safe with me.# 50 -500 Event_naga2#Your wife deserves to know about this. Pierre "" ...now I have to find a new hiding spot... / "
SeedShop,17/f Caroline 1500/p Caroline/p Abigail," Abigail ""Stop telling me how to live my life! Caroline ""Hey, cut it out! We're letting you live here free of charge until you finish school. It seems like you don't appreciate that at all! Abigail ""Stop trying to make me feel guilty. I appreciate that you and Dad are helping me out, but expecting me to dress the way you want is ridiculous. I'm not a little girl anymore, Mom. Caroline ""...You're right. I'm sorry. Abigail ""Is someone there? Abigail ""I swear, this house is haunted. dialogue Abigail ""Urgghh... Sorry... I was fighting with my Mom earlier. """
SeedShop,58/f Harvey 1500/t 1100 1500," Caroline ""Alright! That concludes our aerobics class! Are you breaking a sweat? Harvey "" ... ...Yes. Harvey ""@! You were watching me? ...How embarrassing... I didn't want anyone to know. Least of all you. Harvey ""I'm just trying to stay healthy. As you get older, it requires more effort. I'm not in very good shape, though... I can hardly keep up with them. Harvey "" -1 null#Look... Don't tell everyone in town that I'm doing dance aerobics, okay?# -1 20 event_aerobics1#I won't tell.# -1 -50 event_aerobics2#I can't promise that. dialogue Harvey ""Wow, that was quite a workout..."""
SeedShop,3102768/j 15/H," Pierre ""Welcome To Pierre's! How can I help you? Morris ""Ahem... Morris ""Come and get it folks... coupons for 50% off your purchase at JojaMart! Pierre ""50 Percent!?!? Morris ""Well? Any takers? Pierre ""But... I can't match those prices! I'd be selling at a loss! Morris ""It must be so difficult for you... To lose your loyal customers like that. But can you blame them? Joja Corporation is clearly the superior choice. Soon the whole town will realize that. dialogue Pierre ""Sigh... """
SeedShop,963113/n pierreQualityCrops," Pierre ""Gus, I have just the thing for you... Gus ""I'm all ears. Pierre ""It's a bundle of locally sourced, organic, heirloom veggies... These are hand picked and sorted, to ensure only the very finest in quality and taste. This is a once-in-a-lifetime kind of offer! Gus ""That sounds pretty good! I could use some quality veggies for the saloon. How much does it cost? Pierre ""ONLY... mumble* Gus ""What was that? Hahaha... for a moment there, I thought I heard, '25,000g'. Pierre ""Heh... that's right. It really is a bargain, isn't it? Gus ""Pierre, are you crazy? There's no way I could afford that. I'd have to sell the saloon! Jodi ""I overheard the price... that's outrageous! You should be ashamed. Pierre ""Wait! How about 10,000g then!? Jodi ""No way! Pierre ""It's a disaster, @... I thought this was a surefire business strategy. But it turns out, no one is willing to buy vegetables at a 10x price markup, even if I put the little 'organic' sticker on them. #You win some, you lose some#You should be less greedy#I'm offended they didn't want my veggies(break) Pierre ""You're right, you can't run a business without taking some risk.""(break) Pierre ""Hey, I'm not forcing anyone to buy it! If they don't like the price, they can move on. Pierre ""...But, I guess you have a point. If I make all my customers angry, then pretty soon I won't have any customers at all... ""(break) Jodi ""Your veggies look great, @. It's Pierre's price that turned us away. Pierre ""By the way, @... you look like you could really use a veggie dinner tonight. What do you say, wanna buy these back for the low, low price of 2,501g? "
Sewer,691039/f Dwarf 50/n CF_Sewer," Dwarf ""A Shadow Person, above ground? This is outrageous! Your people were responsible for the death of my entire family. Krobus ""If you dwarves hadn't driven us from our ancestral home, we'd never have had to resort to violence! I'm sorry about your family. Dwarf ""'Sorry' isn't going to cut it. Dwarf ""Let me at him! He's despicable. Krobus ""Come and get it, shrimpy. . Wizard ""Silence! Both of you! Wizard ""The Elemental Wars have long been finished. You have no reason to be fighting any longer. The two of you must make peace for the sake of the humans that live around you. Surely you can see that. Dwarf ""Very well. I'll stay away from the sewer from now on. Krobus ""...And I'm truly sorry about the past, Dwarf. I have no personal gripe with you. Wizard ""Very good. I shall cast a 'Seal of Promise' to finalize this agreement. "
Sunroom,719926/t 900 1700/w sunny," Caroline ""Oh, hi! Good morning, @. I'm glad you came in... I've been meaning to show you this... it's my private sunroom. Caroline ""So, what do you think? #It's beautiful!#It's very relaxing.#It's too hot in here...#Not as good as my farm!(break) Caroline ""Thank you! I've worked very hard to make it this way... ""(break) Caroline ""Yes... when I step in here, I feel calm and relaxed right away. It's really therapeutic!""(break) Caroline ""Oh? I find the warmth soothing, myself. It feels better if you keep still.""(break) Caroline ""Oh, but you're a professional... For me, it's just a hobby. Caroline ""You see, this is my sanctuary... a place where I can always find peace... Caroline ""And it's a perfect place to drink my home-grown tea! Here, let's have a cup... Have a cup?#Yes#No(break) 1000(break) Caroline ""Sure, no problem... Caroline ""I love to come in here for a fresh cup of tea every day. It's my little ritual... Uh... let me try to explain... Caroline ""I hope that makes sense... Life can be pretty hectic, so having a hobby like this is nice. Caroline ""Feel free to come here and relax any time you want, okay? warpOut"
Town,4/f Abigail 1500/t 2100 2400/w sunny," Abigail ""I guess you're wondering why I'm in the graveyard at this hour... Abigail ""Well, I'm here because it's the best place in town to find some privacy. Abigail ""And I'm all sweaty because I've been practicing my swordsmanship. Abigail ""Hey! What... you think I'm too weak to swing a blade? Abigail ""Sorry, I guess I'm getting a little defensive. You see, I want to explore the mountain caves... But I know it's too dangerous to go there unarmed. Abigail "" 847951 null#You've used a sword before, haven't you?# 847951 10 Event_Grave1#Yes, and it's exciting!# 847951 10 Event_Grave2#Yes, but only in self-defense# 847951 -100 Event_Grave3#Yes, but it's dangerous. You should stay safe.# 847951 0 Event_Grave4# Pierre ""Abigail?! Abigail ""Dad? Pierre ""I've been looking all over for you! Your mother wants you to come home and help with dinner! Pierre ""What are you doing in the graveyard, anyway? This is no place for a young lady! Abigail ""Mind your own business! You think I should be at home cooking dinner because I'm a girl, don't you?! Abigail ""You're really stuck in the past, Dad... Pierre ""...! Abigail ""Let's get out of here, @. Abigail ""Well, are you coming or not? Pierre ""Come back! Okay, my dad won't find us here... Abigail "" ... Can you believe my parents were ever young? They don't understand my perspective at all. I know, I know... they grew up in a different era, with different values. It still ticks me off sometimes, okay? Abigail ""Well, thanks for hearing me out @. Um, now could you help untangle my hair from this bush? "
Town,831125/f Shane 1750/f Clint 500/f Emily 500/t 1000 1600/w sunny," Shane ""Okay guys, do you remember your lines? Emily ""Yes! Shane ""Ready? Action! Emily ""I thought we had something special... I guess I was wrong. Clint ""I... I... Uh... Shane ""Cut! Clint ""I'm sorry! Clint ""It's hard to remember my lines when her face is right in front of me like that... Shane ""Oh, hey. Shane ""Check out my new camera... Joja Co. is having a video advertisement competition. The prize is 10,000g. Shane ""Hey! I want you to be in this shot... okay? Just walk by Clint and Emily in the background while they're talking... It'll give the scene a little more authenticity. Shane ""Okay... Ready? Action! Emily ""I thought we had something special... You said you wouldn't leave me for anything. I guess that was a lie. Clint ""No! It's not like that... This is just something I have to do. It's very important to me. Clint ""I've just got to try new 'Joja Bluu' cola. It's got three times the sorbitol for a thick, sweet blast. And it's cheaper than water! Emily ""But... But... Isn't soda unhealthy? You promised me... Clint ""Have no fear, my dear. The world-class science team at Joja Headquarters have determined that 'Joja Bluu' does not cause a significant erosion of the stomach lining. So you can drink it whenever you like, as much as you like. The real question is... 'When will YOU turn bluu?'... ... Ahh... Shane ""Cut! Shane ""That was perfect. Shane ""Thanks for the help. Emily ""...Clint? dialogue Shane ""What a productive day... I got some great footage."""
Town,2481135/f Alex 1000/t 900 1600," Alex ""That's a good boy, Dusty. Alex ""You might be the only one around here who understands me. No one else has seen the kind of stuff you and I have. Alex ""@! Did you overhear me talking? fork1 ""#Yes, I heard everything.#Not really... why? Alex ""I don't really like to talk about it, but I guess I'll explain... Alex ""Have you ever wondered why I live with my grandparents? You see, my father wasn't a good guy... He... Well, he ruined everything for me and my mom. Half the time he was gone... The other half he'd drink all night and tell me I'm worthless, that I'd never amount to anything. I think he resented me for being young... Bitter because he'd wasted his youth doing nothing and had gotten nowhere in life. Alex ""Well... that's my take on it, anyway. Who knows what was going on in his mind. Alex ""One day he left, and soon after that Mom got sick and passed away. I had no choice but to move in with my grandparents. Alex ""You seem like someone I can trust... That's why I'm telling you this, @. I don't want any sympathy. If there's one good thing about my past, it's that it made me strong. Alex ""Now... let me show you what Dusty will do for a barbecued steak. Alex ""Ha! Look at him slobbering. I think he might like steak as much as I do. / "
Town,didntHear," Alex ""Oh... I was talking to Dusty. He and I have a lot in common, actually. Alex ""I don't usually like to talk about it... But we've been friends for a while now and I think I can trust you. Alex ""Have you ever wondered why I live with my grandparents? My father wasn't a good guy... He... Well he ruined everything for me and my mom. Half the time he was gone... The other half he'd drink all night and tell me I'm worthless, that I'd never amount to anything. I think he resented me for being young... Bitter because he'd wasted his youth doing nothing and had gotten nowhere in life. Alex ""Well... that's my take on it, anyway. Who knows what was going on in his mind. Alex ""One day he left, and soon after that Mom got sick and passed away. I had no choice but to move in with my grandparents. Alex ""You know what? There's no sense dwelling on this stuff... I don't want any sympathy from anyone. You have to look on the positive side of things... My childhood wasn't great, but it did make me strong. I had to be. Alex ""Here, let me show you what Dusty will do for a barbecued steak. Alex ""Ha! Look at him slobbering. I think he might like steak as much as I do. "
Town,34/f Penny 500/t 900 1400/w sunny," George "" ... How am I going to reach that letter in the back? Penny ""Here, let me help you, Mr. Mullner! Penny ""There you go! George ""Hmmph. I could've done it myself! And I can certainly move around on my own! How feeble do you think I am? Penny "" 71 null#@? You were watching us?# 71 50 event_mail1#I was. You did a kind thing there, Penny.# 71 -50 event_mail2#I was. You should've asked instead of assuming George wanted help.# 71 0 event_mail3#I'm just taking a walk, minding my own business. George "" ...No, no... I'm sorry, miss. I shouldn't have gotten so angry. George ""It was actually very kind of you to help me out. Penny ""That's okay, Mr. Mullner. I understand. Penny "" -1 null#It must be difficult to grow old... # -1 0 event_old1#I'd rather not think about it.# -1 0 event_old2#It's just a different part of life.# -1 0 event_old3#That's why we should respect our elders.# -1 0 event_old4#I'd rather die young... Penny ""Well, it was interesting talking to you, @. I should go. / "
Town,45/f Sam 1500/t 1200 1600/w sunny," Lewis ""Hey! What do you think you're doing? That's private property! Lewis ""Sam! Sam ""Uh... Er... I... I'm sorry, sir. Lewis "" ... The youth these days... Sometimes I wonder if this town isn't doomed. Lewis ""You saw what happened, @. What do you have to say about this? null ""#You're right, sir. Sam should respect private property.#Don't blame Sam. There's nowhere else for him to ride!#I'm staying out of this. Sam ""Fine! I just won't ride my skateboard ever again. Happy? ~Exactly! If there was a park in town, I could ride there and everyone would be happy.~Hmmph. Alright. Lewis ""You're being difficult, Sam. I have no problem with you riding around town, just try not to cause any damage! It's that simple.~Hmmph. I thought you were more mature than this, @. ~I'll let it slide this time, Sam. But I don't want to see you doing this anymore. Lewis ""Got it?~Sam... I'm sorry I yelled at you. Just please try not to damage anything in the future. Got it?~Got it? Sam ""Yes, sir. Sam ""...Did you see that trick, though? That was rad. "
Town,53/e 55/t 1500 1700," Leah ""@! You're here! Okay... I guess I'd better introduce my pieces. Wish me luck! Leah ""Umm... Okay everyone! Leah ""Thanks for coming to my art show. Leah ""As some of you know, I came to this town because I wanted to draw inspiration from the beautiful surroundings. Leah ""This place really feels like home now. Okay. I'm going to introduce my sculptures now. Leah ""I haven't named this one, yet. She started out as an exercise in human anatomy, but I ended up seeing her through to completion. Her expression is intentionally unclear... is she embarrassed, amused, pained? I'll leave that for you to decide. Leah ""This one's called 'Post-Dimensional Nullspace'. It represents the boundary of human imagination. The shape and color came to me vividly when I was in a 'trance state'. Leah ""I've been calling this one 'Egg Heads'. I wanted to create an animatronic humanoid statue to toy with the viewer's ability to properly attribute personhood to a physical entity. Leah ""And the last one is called 'Wood Sculpture 3'. It's a celebration of my favorite sculpting material... wood. Leah ""Well, those are my sculptures! Oh! One last thing. Leah ""I'd like to say thanks to my special friend, @. He gave me the idea for this show and the courage to go through with it. I know that sounds cheesy, but it's true.^She gave me the idea for this show and the courage to go through with it. I know that sounds cheesy, but it's true. Lewis ""I'm proud of you, Leah! Events like this really breathe life into our little town! Gus ""Great stuff! Demetrius ""I love your art, Leah! 'Post-Dimensional Nullspace' is my favorite. Robin ""Great use of wood! Penny ""Thanks for doing this! Leah ""Thanks, everyone! Lewis ""Now let's start the bidding on these wonderful art pieces... A marvelous addition to your home! Do I hear 5000g for the pink one? dialogue Leah ""Wow! I'm exhausted. My show was a real success, wasn't it? """
Town,639373/f Lewis 1500/f Marnie 1500/t 1900 2300/w sunny," Lewis ""Marnie... we can't. If word got out, it could undermine my position of authority in the town! Lewis ""You understand... don't you? Marnie ""You care too much about your job, Lewis. There are other things to life, you know. Marnie ""...but yes, I understand. I guess we'll have to keep...us...a secret. Marnie ""Gahh! Lewis "" 200 null#@...You overheard everything, didn't you? # 200 50 event_secret1#Yes... but I'll keep it a secret.# 201 -100 event_secret2#Yes... and I'm going to tell everyone. Marnie ""Why were you hiding there, anyway? "
Town,101/f Clint 1500/e 97/k 2123243/k 2123343/o Emily/t 900 1830/a 0 90," Clint ""@! ...You caught me. Clint ""I was planning to ask Emily on a date. I was at her doorstep and everything... but then I heard her coming and I dove into this bush. Now I'm waiting until she's done talking with Caroline so I can sneak back into my house. Clint ""What did you just say? You'll never upgrade your tools again if I don't ask her out? Clint ""You're a villain, @. ...alright, I'll do it. Clint ""I gotta remember that advice @ gave me in the saloon. Clint ""Um... Emily? Emily ""Sorry, Caroline. Could you excuse me for a minute? Emily ""Yes, Clint? Clint ""I was wondering if you'd go w... with... tomorrow, me... Clint ""I've got two tickets for the Grampleton Carnival tomorrow. W... Would you go with me? Emily ""Sure, Clint! That sounds fun! Clint ""Really? Okay! I'll pick you up at five. Emily ""Okay! See you tomorrow! Clint ""Did you see that?! I've got a date tomorrow night! Clint ""Oh man...I'm so nervous. dialogue Clint ""Thanks for forcing me to do that, earlier. I'm scared, but also very pleased. """
Town,233104/f Sam 2500/t 2000 2400/w sunny/n samMessage," Sam ""Hi @. I wanted to talk to you in private... Sam ""It's kinda cold out here though... let's sneak into my room. Sam ""So... @. 0 I know I've been talking about nothing but the band for a while now... But I don't want you to think that's all I'm interested in. Um... Er... What I mean is... Well, I'm really happy that we've grown so close... Heh. Sam ""@... do you think of me as... just a friend? Jodi ""Sam? I'm coming in! Sam ""Quick! Hide in the bed! Jodi ""What's wrong, Honey? Were you doing something... bad? I thought I heard some weird sounds coming from your room... Sam ""No Mom! I was just... doing push-ups! I wanna beat Dad at arm-wrestling some day! ...heh. Jodi ""Oh! ... That explains why you're all red and sweaty. Okay, well good luck. I'll see you in the morning. Sam ""Goodnight, Mom. Sam ""Whew... That was close. Sam ""...@? fork1 ""#Get out of the bed.#Stay put. Sam ""Earlier, I was trying to say... that I really like you, @. I think we could really have something special together... Know what I mean? Sam ""Alright, I said it. fork1 ""#Move closer to Sam.#Head for the window. Sam ""I'm going to be thinking about this night for a long time... dialogue Sam ""... """
Town,611439/j 4/t 800 1300/w sunny/a 0 54/H," Lewis ""Oh, hi there. Lewis ""What an eyesore... Lewis ""This is the Pelican Town Community Center... or what's left of it, anyway. Lewis ""It used to be the pride and joy of the town... always bustling with activity. Lewis ""Now... just look at it. It's shameful. These days, the young folk would rather sit in front of the TV than engage with the community. Lewis ""But listen to me, I sound like an old fool. Lewis ""Joja Corporation has been hounding me to sell them the land so they can turn it into a warehouse... Pelican Town could use the money, but there's something stopping me from selling it... I guess old timers like me get attached to relics of the past... Ah well. If anyone else buys a Joja Co. Membership I'm just gonna go ahead and sell it. Lewis "" ... Here, let's go inside... Lewis ""Hmm? What's this?... I guess Vincent and Jas must've been playing in here. Lewis ""This place is even more dilapidated than I remember. Lewis ""What? Lewis ""What's the matter? Are you ill? Lewis ""You saw something? Hmm... I wouldn't be surprised if this place was full of rats. Lewis ""You're worrying me, @... Lewis ""Look, I think I'm going to head home. I need some lunch. Lewis ""Hey. I'll keep this place unlocked from now on... maybe you can help catch that rat if you have some extra time. Strange... ""I'll have to come back and explore this building further. position 52 20"
Town,191393/Hn ccFishTank/Hn ccBulletin/Hn ccPantry/Hn ccVault/Hn ccBoilerRoom/Hn ccCraftsRoom/Hl jojaFishTank/Hl jojaPantry/Hl jojaVault/Hl jojaBoilerRoom/Hl jojaCraftsRoom/Hl JojaMember/w sunny/H," Lewis ""I'm not sure how you did it, @... but the community center has never looked better! You've done Pelican Town a great service. Everyone in town is pleased. Lewis ""As a way of saying 'Thank You', I'd like to present you with this Town's greatest honor... The Stardew Hero Award. You've earned it! VOICE: Grumble... Grumble... Lewis ""Who's that? Morris ""Sales have been plummeting! Where have all my customers gone? Lewis ""Ah, Morris. Morris ""Waa..?! Morris ""All my customers...Here?!? This isn't good... Pierre ""How does it feel? fork1 ""#Let's be reasonable.#Let's settle this the old-fashioned way. Morris ""Hmmph! Morris ""It's of no consequence! I'll just run a 75%-off sale and all my customers will come crawling back to me, begging for forgiveness! You'll see! Pierre ""No...not this time... Pierre ""Gather 'round, everyone! Pierre ""I remember when I first moved to Pelican Town... This building was active and vibrant. We worked together to make the town a better place. There was a real sense of community. Pierre ""George, you always used to do the crossword puzzle while sipping coffee in the community kitchen. Remember? George ""The good ol' days. Pierre ""Emily, you wove that custom banner for the Stardew Valley Fair. I remember you working on that for years! Emily ""It... It was a lot of fun... Pierre ""Willy! Willy ""Me? Pierre ""Remember when your little crab experiment got out of hand? Willy ""Hehe... That I do. We showed up one morning and the place was crawlin' with 'em. Pierre ""But Gus saved the day with a brilliant idea... A crab leg feast for the entire valley! Gus ""I still dream of that garlic butter. Robin ""Mmmmm... Pierre ""You see, everyone? Our community is what makes Pelican Town special. When JojaMart came to town we lost sight of that. But now, thanks to @, we have a second chance. I'm asking that you join me in boycotting JojaMart! We have the power to reclaim our old way of life! Pierre ""Who's with me? George ""I've lived here too long to see this town go to ruin. You can count me in! Demetrius ""I'm in. Jodi ""Boycott! Gus ""Me too! Gunther ""It's about time! Robin ""No More Joja! Morris ""I'm done for... Morris and his JojaMart cronies were never heard from again... position 52 20"
Town,502261/J/w sunny/H," Morris ""There he is, everyone! Look sharp!^There she is, everyone! Look sharp! Morris "" ... Morris ""Just a few short years ago, the great innovaters at Joja Headquarters came up with a new idea, the Joja Community Development Project. The project was concieved as a way to provide important construction services to the beloved communities we hold so dear... ... all while generating substantial revenue! Pelican Town, with its run-down infrastructure, was a perfect testing grounds. Morris ""Well, thanks to you, our Community Development Pilot Program has been a major success! From repairing old bridges, to fixing buses, to turning piles of rubble into a greenhouse, we've really turned this city around! I've also received a big promotion! Hehehe. Morris ""The president of the company asked me to give you this exclusive gift as a way of saying 'thanks'. / / / "
Town,502969/w sunny/f Linus 50/j 7/t 2000 2400," George ""Grr... sounds like those raccoons are back again. Filthy varmints... George ""Ah, you turned up at the right moment, son.^Ah, you turned up at the right moment, miss. Could you do an old man a favor? Could you go around the corner and scare off those raccoons for me? They've been causin' a real mess. Thanks. Make sure you give 'em a good scare so they never come back. Linus ""It was me... I'm sorry. Linus ""I find a lot of hot, fresh food in these cans... stuff that will go to waste if I don't take it. Linus "" 'Do you think there's something wrong with what I'm doing?_Yes, it's disgusting._Disgusting to you, maybe. To me, it's a way of life. And I haven't gotten sick yet. I only eat things that look fresh._No. It's a shame for food to go to waste._Thanks, @. I knew you were an open-minded person. I feel good about what I'm doing. I'm not harming anyone. _Yes, it's illegal. That's George's private property._I don't believe in 'private property'. Besides, what do you want me to do? I need this food to survive. Have a heart. _No, but you should get a job and stop leeching off others._ ... Not everyone's cut out for this world, @. You don't know what it's like to be me. I'm not harming anyone, I just want to live life in my own way. Is that so wrong?' Linus ""You can go on home. I promise I won't rummage in George's can anymore. You can tell him you scared off the raccoons for good. Gus ""Wait. Gus ""I know what you were doing, Linus. Gus ""If you need food... just ask. I don't want anyone in Pelican Town to go hungry. Gus ""Here. I've got a basket of zucchini fritters for you. Just make sure you dip them in my spicy marinara! Go on... take it. / "
Town,463391/f Emily 1000/e 471942/w sunny/z winter/t 600 1700," Emily ""Ah... Another beautiful day in Pelican Town. Emily ""My friends! Emily ""Oh no! You poor thing! Emily ""Your wing's broken. Emily ""Oh, you're a bit different than the others, aren't you? Just like me... Emily ""Don't worry. I'll nurse you back to health, little one. Everything will be alright. Emily took the injured parrot into her home and bandaged the wing. ""He's all set up in her room. But as a token of respect, she didn't give the bird a name. "
Town,611173/Hn pamHouseUpgrade/o Penny," Robin ""Hey @! So... what do you think? Robin ""I feel pretty good about it... In fact, it might be my finest work yet! Robin ""Notice the round window... very very difficult to bend the frame like that. Oh, and the intricate carvings on the door. Took me forever. Did you notice that? Robin ""Oh... heh. I guess I'm rambling about wood again... huh? Robin ""Anyway, I'm going to go talk to them... But first I have to ask... fork0 ""Do you want me to tell them you paid for this?#Yes, of course!#No, I' Robin ""Okay... you stay here, then. Robin ""Hi there, neighbors... that's a nice new house you got there! Pam ""Robin... I... I dunno what to say... This is a dream come true... it's all I've ever wanted. Penny ""Robin, thank you so much... Robin ""Hey, don't thank me! Someone else came up with the idea... and they paid for everything, too. Penny ""Then... who? Robin ""I can't say... They insisted on remaining anonymous. Pam ""...They probably stayed anonymous so we wouldn't have to feel obligated to them. Pam ""Whoever you are... You are truly a pure angel... Robin ""Well, I wouldn't go far... Pam ""Penny, from now on we'll be like a real family... you hear? I don't wanna be so bitter all the time anymore... I'm gonna try to turn my life around... / "
Town,choseToBeKnown," Robin ""Okay... let's go. Robin ""Hi there, neighbors... that's a nice new house you got there! Pam ""Robin... I... I dunno what to say... This is a dream come true... it's all I've ever wanted. Penny ""Robin, thank you so much... Robin ""Hey, don't thank me! This was @'s idea... And he paid for the whole thing, too!^Hey don't thank me! This was @'s idea... And she paid for the whole thing, too! Penny ""@... This is absolutely incredible... I... I don't know what else to say... Pam ""This must have cost a fortune, @... ...To be honest, this is kind of embarrassing. How can I ever repay you for this? fork1 ""...#It's a gift... no repayment needed.#You can start by treating Penny better... Pam ""...I'm sorry. Pam ""I'll do whatever you say... Penny ""Mom... Penny ""Don't worry... I understand why you get angry sometimes. Your life hasn't been so easy... Pam ""Thanks, kid. From now on we'll be like a real family... you hear? I don't wanna be so bitter all the time anymore... I'm gonna try to turn my life around... / "
Town,itsagift," Pam ""Then... I'll just have to swallow my pride... Pam "" ... Thank you, @. Penny ""Mom... Penny ""Don't worry... @ just wants to make us happy. No one in Pelican Town looks down on us for being poor. Pam ""...We aren't 'poor' anymore, kid... put that thought out of your mind! From now on we'll be like a real family... you hear? I don't wanna be so bitter all the time anymore... I'm gonna try to turn my life around... / "
Town,611173/Hn pamHouseUpgrade," Robin ""Hey @! So... what do you think? Robin ""I feel pretty good about it... In fact, it might be my finest work yet! Robin ""Notice the round window... very very difficult to bend the frame like that. Oh, and the intricate carvings on the door. Took me forever. Did you notice that? Robin ""Oh... heh. I guess I'm rambling about wood again... huh? Robin ""Anyway, I'm going to go talk to them... But first I have to ask... fork0 ""Do you want me to tell them you paid for this?#Yes, of course!#No, I' Robin ""Okay... you stay here, then. Robin ""Hi there, neighbors... that's a nice new house you got there! Pam ""Robin... I... I dunno what to say... This is a dream come true... it's all I've ever wanted. Penny ""Robin, thank you so much... Robin ""Hey, don't thank me! Someone else came up with the idea... and they paid for everything, too. Penny ""Then... who? Robin ""I can't say... They insisted on remaining anonymous. Pam ""...They probably stayed anonymous so we wouldn't have to feel obligated to them. Pam ""Whoever you are... You are truly a pure angel... Robin ""Well, I wouldn't go far... Pam ""Penny, I'm sorry you had to grow up in squalor... But I'm so happy you've found a good home. We both have, now. I'm going to try my best to live a good life, now... / "
Town,choseToBeKnown_pennySpouse," Robin ""Okay... let's go. Robin ""Hi there, neighbors... that's a nice new house you got there! Pam ""Robin... I... I dunno what to say... This is a dream come true... it's all I've ever wanted. Penny ""@? What are you doing here? Robin ""What, you didn't tell your wife about this, @? Robin ""@ came up with this idea and paid for the whole thing! Penny ""@... you didn't need to do this... But, thank you. This means a lot to me. Pam ""This must have cost a fortune, @... ...To be honest, this is kind of embarrassing. How can I ever repay you for this? fork1 ""...#You're my 'Mom'!. No repayment needed!#You can start by treating Penny better... Pam ""...I'm sorry. Pam ""I'll do whatever you say... Penny ""Mom... Penny ""Don't worry... I understand why you get angry sometimes. Your life hasn't been so easy... Pam ""Thanks, kid. From now on we'll be like a real family... you hear? I don't wanna be so bitter all the time anymore... I'm gonna try to turn my life around... / "
Town,itsagift_pennySpouse," Pam ""Then... I'll just have to swallow my pride... Pam "" ... Thank you, @. Penny ""Mom... Penny ""Don't worry, Mom... we just want to make you happy. No one in Pelican Town looks down on us for being poor. Pam ""...I ain't 'poor' anymore, kid... put that thought out of your mind! From now on we'll be like a real family... you hear? I don't wanna be so bitter all the time anymore... I'm gonna try to turn my life around... / "
Town,3917584/f Shane 3500/O Shane/d Fri/t 800 1700," Shane ""Phew... that was fun. Haven't had a session like that in a while... Shane ""Welp... I'm all sweaty. Better head back home. Marnie ""Oh no... this doesn't look good. Marnie ""@? You'd better keep your eye on him... next time you catch him coming out of the Saloon, you should say something... dialogue Shane ""Is everything alright, @? You seem worried..."""
Town,3917585/e 3917584/O Shane/A shaneSaloon1," Shane "" Shane ""Oh! Hey @. I was just on my way home... Shane ""Huh? Shane ""'Were you drinking?'... No! Why would you think that? Shane ""Hmph.. dialogue Shane ""... """
Town,3917586/e 3917585/O Shane/A shaneSaloon2," Shane ""Okay... I'm ready for another round! Marnie ""Alright... we've caught him in the act. Now let's confront him. Take a deep breath... Shane ""Arrgh! Shane ""So close... Shane ""Oh, hey! Didn't know I had an audience. Marnie ""Shane... this is what you've been doing in here? Shane ""Yeah! What did you think? Shane ""I'm completely addicted to this game... I can't help but play round after round... Shane ""I've even reached the number three spot in the global leaderboards... you might say I'm one of the best. Marnie ""But... these cans... Shane ""Oh, that's just Joja Cola... Yeah, yeah, I know... It's bad for the teeth. But it helps me focus... Shane ""Wait... did you guys think I was drinking beer? Shane ""@? I told you I hadn't been drinking... fork0 ""#We were worried...#I'm sorry, I should' Shane ""...That's alright, @. You're just looking out for me. I get it. Look... I know I haven't been perfect... but, I'm trying my best... and I'm gonna keep trying. So you don't have to worry about me. My life is better now than it's ever been. I'm not in such a dark place anymore... Shane ""You know, when I'm playing this game, I become so focused that I can't think about anything else. It really helps when I've got 'the urge'... Shane ""Anyway... I'll just... eh... play ONE more round and head home. Okay? dialogue Shane ""You guys must have been really confused when you came in and saw me in front of the arcade machine! """
Town,3917589/n gaveAlexMoney/O Alex/d Mon/d Tue/d Wed/d Thu/d Fri/d Sat," ""It's Sunday... I should swing by the saloon later and see what Alex has been up to! "
Town,6184643/f Haley 3500/O Haley/t 800 1500/w sunny," Jas ""Ms. Penny? The cover fell off my math book... Penny ""Let me see... Penny ""Oh no... Your books are falling apart... They're just too old. Penny ""...But new books are expensive, so we'll just have to make do with what we have... Vincent ""Does this mean I don't have to do my homework? dialogue Haley ""I've been thinking about cake a lot lately..."""
